user_id,age_group,country,subscription_type,signup_source,total_courses_enrolled,total_courses_completed,avg_video_watch_time_per_day,days_since_last_login,assessments_attempted,avg_session_length,forum_posts,mobile_usage_ratio,weekly_learning_sessions,learning_streak_days,assignment_completion_rate,quiz_score_average,dropout_midcourse,payment_success_rate,billing_failures,subscription_price,discounts_used,refunds_requested,churn
8993,25-34,India,Free,Ads,2,1,48.71,37,6,11.95,1,0.5,5,12,0.41,52.79,1,0.79,0,0,1,1,1
8994,25-34,India,Monthly,Ads,5,4,17.07,29,9,6.43,1,0.35,3,11,0.63,62.12,1,0.87,1,20,0,1,0
8995,25-34,Canada,Monthly,Ads,3,2,16.1,5,4,17.59,1,0.5,1,5,0.51,85.05,0,0.97,0,20,1,0,0
8996,25-34,UK,Monthly,Google,1,0,28.21,35,5,4.41,2,0.87,2,7,0.33,57.43,1,0.71,0,20,0,0,1
8997,18-24,India,Annual,Referral,5,4,15.48,16,2,15.9,2,0.63,3,10,0.65,30.37,0,0.82,1,150,1,0,0
8998,55+,Germany,Free,Ads,1,0,1.53,50,4,13.93,3,0.78,3,11,0.16,50.79,0,0.72,0,0,1,1,1
8999,18-24,India,Free,Google,4,0,7.75,19,2,19.81,2,0.5,3,9,0.3,83.43,1,0.88,1,0,2,0,1
9000,45-54,Australia,Monthly,Organic,3,0,5.05,3,12,11.09,1,0.79,1,6,0.77,63.32,0,0.91,0,20,1,0,1
9001,45-54,India,Annual,Google,4,2,34.95,3,3,13.29,0,0.36,2,4,0.13,82.66,0,0.75,2,150,1,0,1
9002,25-34,India,Annual,Ads,6,3,16.58,44,3,16.31,1,0.35,3,4,0.65,82.25,0,0.99,0,150,1,0,1
9003,35-44,India,Free,Google,3,0,19.5,5,6,15.5,3,0.34,3,3,0.57,57.74,0,0.96,1,0,0,0,1
9004,25-34,India,Monthly,Google,2,0,31.36,29,5,28.03,1,0.25,3,12,0.69,95.32,0,0.72,0,20,0,0,1
9005,35-44,USA,Monthly,Google,4,1,7.71,23,1,7.06,1,0.78,5,0,0.4,83.61,0,0.84,0,20,1,0,0
9006,25-34,UK,Free,Google,4,3,41.05,57,6,25.23,0,0.22,1,10,0.06,42.31,0,0.82,0,0,1,0,1
9007,25-34,USA,Monthly,Ads,3,2,2.1,59,2,11.85,1,0.93,3,7,0.64,66.51,0,0.86,1,20,0,1,1
9008,25-34,UK,Free,Google,2,1,10.12,20,4,17.73,0,0.56,3,7,0.82,53.73,0,0.89,1,0,0,0,0
9009,25-34,USA,Monthly,Referral,3,1,24.94,15,7,23.71,2,0.62,2,14,0.35,79.99,0,0.92,2,20,2,1,1
9010,25-34,India,Annual,Google,3,2,15.95,46,1,8.65,1,0.56,10,0,0.9,77.26,0,0.73,0,150,0,0,1
9011,25-34,Other,Monthly,Referral,3,0,12.58,40,7,19.92,1,0.2,6,8,0.05,100.0,0,0.72,0,20,1,0,1
9012,25-34,Germany,Monthly,Google,5,1,5.09,32,4,9.36,2,0.69,0,4,0.71,63.75,0,0.94,0,20,2,1,1
9013,18-24,India,Monthly,Google,3,0,42.96,16,2,15.52,0,0.78,3,3,0.76,53.46,0,0.88,0,20,1,1,1
9014,18-24,USA,Free,Google,4,0,40.74,41,5,13.75,3,0.34,2,4,0.77,84.0,0,0.74,0,0,2,0,1
9015,25-34,UK,Free,Referral,6,0,44.87,53,3,6.62,1,0.71,2,4,0.7,98.87,1,0.97,0,0,1,0,1
9016,18-24,India,Free,Google,3,1,2.88,16,1,7.81,0,0.44,3,13,0.47,65.04,0,0.81,0,0,1,0,0
9017,18-24,USA,Monthly,Google,2,0,0.83,42,3,11.02,2,0.4,2,3,0.74,100.0,1,0.95,0,20,1,0,1
9018,45-54,USA,Annual,Google,2,0,10.36,41,5,12.36,0,0.21,3,1,0.22,38.53,0,0.88,1,150,1,1,1
9019,18-24,India,Monthly,Ads,2,0,60.83,42,4,21.94,1,0.22,3,10,0.25,45.39,1,0.84,1,20,2,1,1
9020,35-44,India,Annual,Organic,3,1,12.16,8,2,6.68,1,0.58,2,10,0.26,70.42,0,0.99,1,150,1,0,0
9021,25-34,Canada,Monthly,Google,5,1,38.5,1,4,21.33,1,0.5,1,6,0.9,61.82,0,0.86,1,20,1,0,0
9022,45-54,India,Monthly,Ads,6,6,8.02,7,1,7.64,1,0.68,4,12,0.32,99.04,0,0.99,1,20,0,0,0
9023,25-34,India,Monthly,Ads,1,0,55.27,19,3,9.02,3,0.32,4,10,0.41,90.15,0,0.71,0,20,1,0,1
9024,25-34,Canada,Monthly,Organic,3,1,46.89,32,3,9.86,2,0.76,0,4,0.73,76.85,0,0.96,0,20,1,0,1
9025,25-34,Canada,Free,Referral,0,0,12.23,41,4,19.26,1,0.47,2,5,0.45,79.56,0,0.86,1,0,0,0,1
9026,25-34,India,Free,Google,5,1,11.76,3,6,19.1,1,0.84,0,4,0.6,60.47,0,1.0,0,0,1,1,0
9027,25-34,Germany,Free,Google,7,7,13.68,38,8,18.32,1,0.96,4,7,0.72,89.3,0,0.71,1,0,2,0,1
9028,18-24,UK,Annual,Ads,4,0,19.78,32,3,2.8,2,0.98,2,10,0.67,70.41,0,0.85,2,150,1,0,1
9029,55+,India,Annual,Ads,1,0,21.86,6,5,20.11,0,0.56,4,6,0.45,65.91,0,0.91,0,150,0,1,1
9030,25-34,USA,Free,Google,5,5,47.4,0,1,20.3,1,0.9,0,7,0.99,94.65,0,0.73,0,0,2,0,0
9031,25-34,Canada,Annual,Ads,2,0,8.79,54,2,8.39,1,0.98,1,5,0.18,50.31,1,0.71,1,150,2,0,1
9032,35-44,India,Monthly,Ads,3,2,1.47,55,7,4.64,1,0.66,4,13,0.05,67.69,1,0.8,0,20,1,0,1
9033,25-34,USA,Monthly,Ads,4,4,11.56,58,6,11.23,1,0.86,3,3,0.34,72.65,0,0.83,0,20,1,1,1
9034,45-54,UK,Monthly,Ads,2,1,36.91,24,5,26.45,1,0.63,3,12,0.75,78.69,0,0.71,0,20,0,0,0
9035,25-34,USA,Monthly,Organic,4,3,24.35,9,1,18.66,1,0.73,5,14,0.88,35.36,1,0.91,0,20,0,0,0
9036,35-44,UK,Monthly,Google,0,0,27.08,44,4,9.74,0,0.95,1,5,0.35,57.11,0,0.84,0,20,0,0,1
9037,18-24,USA,Free,Referral,4,3,21.43,47,3,9.91,1,0.94,5,11,0.88,43.14,0,0.97,0,0,2,0,1
9038,45-54,India,Free,Google,2,1,32.61,46,4,9.82,0,0.64,3,7,0.95,50.49,0,0.92,0,0,0,0,1
9039,35-44,USA,Monthly,Google,4,1,5.6,18,6,12.96,1,0.34,3,7,0.36,44.92,0,1.0,0,20,1,0,0
9040,18-24,USA,Free,Organic,1,0,19.04,11,3,15.97,2,0.32,3,6,0.32,83.86,1,0.75,0,0,2,1,1
9041,18-24,Canada,Monthly,Ads,5,2,6.26,35,4,13.08,0,0.73,4,1,0.54,72.94,1,0.87,0,20,0,0,1
9042,25-34,UK,Monthly,Ads,4,2,22.03,11,4,15.12,0,0.73,1,11,0.94,61.97,0,0.83,0,20,0,0,0
9043,55+,USA,Monthly,Google,2,0,19.17,31,3,4.96,0,0.21,4,2,0.1,88.39,0,0.79,0,20,2,0,1
9044,25-34,Other,Monthly,Google,4,2,20.54,8,4,15.47,1,0.51,2,13,0.71,88.08,1,0.71,1,20,1,0,0
9045,25-34,India,Annual,Google,1,0,31.48,19,4,16.93,1,0.87,4,0,0.29,59.24,1,0.86,0,150,1,0,1
9046,18-24,India,Free,Ads,3,0,21.48,26,5,18.25,1,0.24,4,13,0.77,85.11,0,0.76,0,0,1,0,1
9047,25-34,India,Monthly,Ads,5,2,11.08,26,4,8.27,1,0.38,1,14,0.7,60.77,1,0.86,0,20,2,0,0
9048,25-34,India,Monthly,Google,3,1,6.41,24,4,12.51,1,0.99,6,11,0.21,56.73,0,0.96,0,20,1,0,0
9049,55+,UK,Free,Ads,4,4,38.18,5,6,13.65,0,0.77,3,6,0.38,60.1,1,0.87,1,0,2,0,0
9050,25-34,India,Free,Ads,4,3,11.74,55,3,14.72,1,0.25,2,14,0.35,92.85,1,0.72,1,0,0,0,1
9051,45-54,India,Monthly,Organic,4,4,9.58,13,4,16.79,1,0.45,3,14,0.3,35.27,0,0.98,0,20,0,0,0
9052,25-34,India,Monthly,Ads,4,2,5.12,22,1,19.26,1,0.56,2,8,0.18,61.42,0,0.75,1,20,2,0,0
9053,18-24,UK,Free,Ads,2,0,11.56,23,6,13.36,2,0.85,7,6,0.54,74.44,0,0.99,1,0,1,0,1
9054,25-34,Germany,Monthly,Referral,2,0,12.02,55,2,12.31,0,0.61,2,7,0.7,51.97,0,0.91,2,20,0,0,1
9055,25-34,Canada,Monthly,Ads,3,2,5.17,46,4,21.51,3,0.94,3,8,0.1,83.12,0,1.0,1,20,3,0,1
9056,55+,India,Monthly,Google,2,0,1.79,41,4,28.87,1,0.69,2,9,0.57,62.4,1,0.88,0,20,1,0,1
9057,45-54,USA,Monthly,Ads,1,0,18.53,40,5,15.47,0,0.21,3,12,0.89,72.12,1,0.98,0,20,1,0,1
9058,18-24,India,Monthly,Referral,1,1,34.06,32,7,11.16,2,0.43,4,14,0.97,66.69,1,0.87,2,20,0,0,1
9059,18-24,India,Monthly,Ads,1,0,1.05,19,5,24.45,1,0.46,2,9,0.54,59.32,1,0.99,1,20,0,0,1
9060,18-24,Germany,Monthly,Google,2,1,8.9,15,6,10.99,0,0.74,1,13,0.32,75.19,0,0.76,0,20,0,0,0
9061,45-54,USA,Monthly,Google,7,7,21.13,18,5,20.83,2,0.56,6,3,0.27,67.13,0,0.85,0,20,1,1,0
9062,45-54,India,Monthly,Ads,1,0,1.52,55,4,14.17,1,0.72,5,14,0.88,66.42,0,0.76,0,20,1,1,1
9063,35-44,USA,Annual,Ads,3,3,2.35,32,4,16.5,0,0.97,6,4,0.6,59.55,0,0.88,1,150,1,1,1
9064,25-34,India,Monthly,Google,5,3,5.32,7,1,19.89,3,0.34,2,7,0.4,67.87,0,0.94,0,20,1,0,0
9065,25-34,USA,Monthly,Ads,2,0,39.32,20,7,26.15,1,0.91,3,5,0.21,55.56,1,0.75,0,20,1,0,1
9066,25-34,USA,Free,Ads,6,4,18.23,26,1,7.08,2,0.33,5,1,0.04,89.19,0,0.87,0,0,0,1,0
9067,25-34,India,Monthly,Ads,2,0,6.65,27,5,16.09,2,0.76,5,8,0.56,67.65,1,0.96,0,20,0,0,1
9068,25-34,Australia,Monthly,Ads,6,4,41.96,4,3,12.8,1,0.23,1,6,0.16,39.82,1,0.72,0,20,2,0,0
9069,18-24,USA,Monthly,Referral,2,1,10.72,30,4,14.84,0,0.51,3,0,0.9,90.82,0,0.74,0,20,1,0,0
9070,18-24,Germany,Monthly,Referral,1,0,25.44,2,4,18.1,2,0.95,2,0,0.79,55.94,0,0.81,1,20,0,0,1
9071,45-54,Canada,Free,Ads,2,0,35.17,28,2,17.4,0,0.91,5,1,0.47,66.7,0,0.77,0,0,0,0,1
9072,35-44,UK,Monthly,Organic,4,3,7.69,48,3,9.66,1,0.94,2,6,0.72,95.33,0,0.79,0,20,1,0,1
9073,25-34,USA,Free,Google,3,1,7.22,11,2,18.37,0,0.61,5,5,0.69,93.43,0,0.89,0,0,1,0,0
9074,25-34,India,Free,Google,6,5,22.86,25,5,19.89,1,0.85,4,13,0.52,52.15,0,0.87,1,0,1,0,0
9075,25-34,UK,Free,Google,5,3,2.28,46,2,8.59,3,0.2,4,0,0.88,78.17,1,0.76,0,0,2,0,1
9076,35-44,USA,Free,Referral,1,0,4.48,11,4,24.26,1,0.78,3,3,0.24,82.29,0,0.83,1,0,2,0,1
9077,35-44,India,Free,Referral,5,3,11.0,59,4,17.2,1,0.69,5,0,0.19,67.49,1,0.98,1,0,0,0,1
9078,35-44,USA,Monthly,Ads,5,3,0.59,40,4,17.25,1,0.63,0,13,0.28,66.17,0,0.81,0,20,1,0,1
9079,35-44,Canada,Monthly,Google,4,1,8.46,51,3,7.87,1,0.84,1,7,0.85,81.89,0,0.7,0,20,2,0,1
9080,18-24,Other,Free,Referral,4,0,15.14,16,9,16.99,0,0.77,5,14,0.59,46.52,0,0.94,0,0,1,0,1
9081,25-34,USA,Monthly,Google,3,2,1.01,30,2,14.68,0,0.8,4,1,0.06,77.17,0,0.71,0,20,1,0,0
9082,25-34,USA,Monthly,Organic,4,3,22.52,53,5,15.12,3,0.72,4,5,0.32,46.69,0,0.74,1,20,1,0,1
9083,25-34,Germany,Free,Google,2,0,9.08,19,3,8.84,0,0.84,6,9,0.49,61.3,0,0.71,0,0,1,0,1
9084,35-44,India,Free,Google,2,2,7.4,37,6,10.69,2,0.41,5,5,0.47,77.78,1,0.93,0,0,0,0,1
9085,25-34,India,Free,Organic,4,2,14.79,42,3,9.74,1,0.21,0,6,0.1,73.38,1,0.8,2,0,1,1,1
9086,18-24,India,Annual,Ads,3,1,1.38,21,4,11.15,1,0.49,4,1,0.32,80.44,1,0.9,1,150,1,0,0
9087,25-34,Germany,Monthly,Ads,6,2,1.63,8,5,11.81,3,0.91,3,0,0.98,54.26,0,0.85,0,20,0,0,0
9088,55+,India,Monthly,Google,3,1,8.57,5,0,19.64,1,0.24,2,1,0.27,94.11,0,0.88,0,20,0,0,0
9089,18-24,India,Monthly,Referral,3,1,6.8,57,1,15.79,3,0.44,5,10,0.51,82.74,0,0.89,0,20,1,0,1
9090,35-44,USA,Monthly,Google,5,4,5.47,26,5,11.11,0,0.7,3,0,0.28,74.43,0,0.74,0,20,0,0,0
9091,25-34,Germany,Free,Google,3,1,4.52,17,3,25.11,0,0.84,1,3,0.38,92.83,0,0.79,0,0,0,1,0
9092,18-24,Australia,Monthly,Google,2,1,27.69,3,5,21.55,0,0.53,1,0,0.36,57.29,0,0.76,0,20,1,0,0
9093,25-34,USA,Free,Ads,3,1,21.0,26,2,8.02,1,0.31,1,4,0.66,42.09,0,0.89,1,0,1,0,0
9094,35-44,Australia,Monthly,Organic,5,1,1.9,53,6,12.19,2,0.27,3,8,0.59,62.56,0,0.81,0,20,1,0,1
9095,25-34,India,Monthly,Organic,4,1,15.02,12,8,15.83,1,0.79,2,8,0.41,54.34,1,0.75,0,20,0,0,0
9096,45-54,India,Monthly,Organic,2,0,3.13,13,0,15.62,0,0.39,2,6,0.09,53.9,1,0.8,1,20,2,0,1
9097,25-34,Australia,Monthly,Ads,5,3,0.44,28,3,9.32,1,0.21,5,9,0.23,70.55,1,0.78,0,20,1,0,0
9098,18-24,USA,Monthly,Referral,2,0,20.16,23,3,9.39,0,0.39,3,13,0.89,51.93,0,0.81,0,20,1,0,1
9099,45-54,India,Free,Ads,9,8,8.23,53,3,16.41,3,0.56,4,1,0.64,79.44,0,0.77,1,0,0,0,1
9100,25-34,USA,Free,Ads,3,0,9.39,51,4,4.17,1,0.55,4,5,0.32,83.36,0,0.9,0,0,1,0,1
9101,25-34,Canada,Annual,Referral,4,4,1.28,9,1,23.61,0,0.76,5,1,0.16,69.08,1,0.85,0,150,0,0,0
9102,35-44,Germany,Monthly,Referral,4,1,13.09,28,1,15.37,1,0.73,3,8,0.34,71.32,0,0.87,1,20,0,0,0
9103,25-34,Germany,Monthly,Google,1,0,15.86,51,7,20.25,2,0.57,1,7,0.01,80.83,0,0.71,1,20,2,0,1
9104,35-44,USA,Monthly,Organic,1,0,10.16,35,6,14.17,0,0.49,5,4,0.21,80.92,1,0.71,0,20,0,0,1
9105,18-24,Germany,Monthly,Referral,0,0,4.44,55,7,13.44,0,0.29,5,10,0.65,81.86,0,0.9,0,20,0,0,1
9106,25-34,USA,Monthly,Referral,6,3,0.1,30,3,10.17,0,0.33,2,12,0.0,51.89,0,0.77,0,20,1,0,0
9107,18-24,UK,Free,Organic,6,6,8.01,49,2,19.09,1,0.21,4,8,0.9,63.84,1,0.84,0,0,1,0,1
9108,45-54,Canada,Monthly,Ads,4,0,33.28,45,5,15.84,2,0.72,4,9,0.21,47.32,1,0.86,0,20,1,0,1
9109,18-24,USA,Monthly,Referral,1,0,3.45,21,3,11.31,0,0.53,1,3,0.68,96.65,0,0.86,0,20,1,0,1
9110,35-44,India,Annual,Ads,4,1,43.86,59,4,10.24,2,0.93,8,12,0.21,56.49,0,0.71,0,150,2,0,1
9111,45-54,USA,Monthly,Ads,2,0,98.8,4,7,20.57,3,0.71,0,2,0.13,70.31,0,0.77,1,20,1,0,1
9112,25-34,UK,Monthly,Google,5,2,2.55,2,2,12.15,0,0.66,3,4,0.0,70.31,0,0.84,0,20,0,0,0
9113,25-34,India,Monthly,Referral,2,2,49.93,52,13,16.47,2,0.86,1,3,0.52,78.37,0,0.98,0,20,1,0,1
9114,25-34,India,Monthly,Organic,2,0,1.39,50,6,9.74,2,0.66,5,1,0.09,55.02,0,0.99,0,20,1,0,1
9115,25-34,India,Annual,Organic,0,0,2.98,2,6,10.12,1,0.76,4,2,0.24,71.12,0,0.79,0,150,0,0,1
9116,25-34,India,Monthly,Google,4,2,24.22,7,6,19.6,1,0.88,3,10,0.07,74.15,0,0.82,0,20,1,0,0
9117,35-44,Canada,Annual,Google,0,0,20.79,26,2,14.99,1,0.85,1,12,0.02,91.14,0,0.79,0,150,1,0,1
9118,55+,India,Free,Ads,1,0,8.35,39,2,16.85,1,0.8,4,2,0.36,88.56,0,0.81,0,0,2,0,1
9119,45-54,India,Monthly,Organic,4,2,40.15,1,4,17.42,2,0.91,2,14,0.46,79.71,0,0.73,0,20,0,0,0
9120,45-54,UK,Free,Referral,5,3,21.16,47,6,13.63,1,1.0,2,4,0.12,71.9,0,0.9,0,0,1,0,1
9121,45-54,Germany,Monthly,Ads,3,3,5.86,0,6,13.38,0,0.34,3,7,0.84,60.79,0,0.82,0,20,0,0,0
9122,25-34,India,Monthly,Referral,4,3,27.2,12,4,17.88,0,0.45,3,7,0.73,73.84,0,0.85,0,20,1,0,0
9123,35-44,India,Free,Google,1,0,14.41,37,4,19.87,0,0.31,2,0,0.15,77.89,0,0.91,0,0,0,0,1
9124,45-54,Australia,Monthly,Ads,2,0,12.71,41,2,12.9,1,0.98,3,4,0.55,80.51,0,0.71,0,20,3,0,1
9125,25-34,USA,Free,Google,4,2,12.62,12,1,16.76,0,0.73,0,4,0.64,68.6,0,0.88,0,0,2,0,0
9126,55+,Australia,Free,Google,3,0,8.68,3,3,21.37,2,0.39,2,10,0.56,82.46,0,0.8,0,0,2,0,1
9127,25-34,India,Free,Referral,1,0,91.82,29,5,21.89,0,0.72,0,1,0.62,57.99,0,0.99,0,0,1,1,1
9128,35-44,India,Monthly,Ads,3,2,43.49,50,3,19.7,2,0.32,1,12,0.44,69.76,0,0.73,0,20,0,0,1
9129,35-44,India,Free,Google,4,3,9.17,34,5,10.46,1,0.95,2,0,0.49,58.08,1,0.92,0,0,0,0,1
9130,55+,India,Free,Ads,1,0,6.65,20,1,13.57,0,0.38,5,11,0.43,55.78,0,0.77,0,0,0,0,1
9131,18-24,Germany,Free,Google,2,0,20.21,25,5,27.52,0,0.83,3,11,0.03,85.73,1,0.75,0,0,1,0,1
9132,35-44,Other,Free,Google,2,0,24.21,1,7,12.39,2,0.36,2,0,0.53,50.16,0,0.77,1,0,1,0,1
9133,25-34,Other,Free,Google,2,1,21.89,29,8,13.5,0,0.55,7,7,0.32,58.65,0,0.82,0,0,1,0,0
9134,25-34,Germany,Monthly,Google,5,3,10.82,6,6,12.03,3,0.99,1,3,0.6,73.08,0,0.88,1,20,1,0,0
9135,35-44,Germany,Monthly,Google,3,2,72.32,55,2,21.88,0,0.71,4,1,0.61,83.86,0,0.7,1,20,2,1,1
9136,25-34,UK,Annual,Google,1,0,17.82,16,0,25.72,2,0.69,5,4,0.76,64.22,0,0.78,0,150,0,0,1
9137,35-44,Germany,Free,Google,3,0,4.75,31,5,16.21,0,0.85,0,3,0.4,59.16,0,0.75,1,0,1,0,1
9138,25-34,India,Annual,Ads,3,1,20.41,11,6,13.24,0,0.67,1,6,0.65,57.49,0,0.74,0,150,2,0,0
9139,25-34,USA,Free,Ads,3,1,19.89,21,3,10.96,3,0.85,5,5,0.06,73.74,0,0.87,1,0,1,0,0
9140,35-44,UK,Free,Referral,3,0,14.81,43,4,11.21,2,0.43,2,5,0.69,54.11,1,0.72,1,0,2,0,1
9141,25-34,Germany,Free,Referral,2,0,20.54,20,3,15.64,1,0.55,1,3,0.61,52.9,0,0.83,0,0,1,0,1
9142,18-24,UK,Free,Referral,2,0,1.93,23,3,17.07,1,0.44,3,10,0.22,80.02,1,0.83,0,0,0,0,1
9143,55+,Germany,Monthly,Ads,1,0,18.0,47,6,10.89,1,0.36,2,10,0.78,76.88,0,0.86,1,20,1,0,1
9144,25-34,USA,Monthly,Google,4,3,21.31,21,4,10.13,3,0.25,4,8,0.14,89.92,1,0.79,0,20,0,0,0
9145,35-44,Canada,Annual,Ads,4,3,2.71,34,5,10.86,1,0.85,5,13,0.53,62.53,0,0.82,0,150,0,0,1
9146,25-34,Other,Annual,Ads,1,1,11.61,0,1,24.67,0,0.42,1,12,0.56,65.13,1,0.92,1,150,1,0,0
9147,25-34,India,Monthly,Ads,5,5,0.38,50,3,14.71,2,0.9,1,6,0.76,91.1,1,0.84,1,20,2,0,1
9148,25-34,Australia,Monthly,Ads,0,0,15.68,50,3,18.76,3,0.6,2,14,0.06,76.93,0,0.96,0,20,0,0,1
9149,25-34,USA,Monthly,Ads,2,0,4.58,32,1,17.0,0,0.61,2,4,0.01,77.17,1,0.89,0,20,2,0,1
9150,25-34,UK,Annual,Organic,4,2,7.88,29,3,7.79,0,0.84,2,1,0.85,91.12,0,0.87,0,150,0,0,0
9151,25-34,Germany,Monthly,Organic,2,1,35.17,51,5,11.58,2,0.67,3,6,0.25,100.0,1,0.88,1,20,0,0,1
9152,25-34,USA,Free,Referral,3,0,3.65,32,0,19.85,2,0.66,1,10,0.34,59.46,1,0.78,0,0,2,0,1
9153,18-24,USA,Monthly,Google,8,3,34.3,13,4,22.8,0,0.21,3,14,0.88,51.92,1,0.96,0,20,1,0,0
9154,25-34,USA,Monthly,Organic,1,0,1.37,14,4,21.25,2,0.34,3,12,0.4,58.8,1,0.89,0,20,1,0,1
9155,18-24,India,Monthly,Referral,3,3,11.74,40,5,13.48,0,0.23,7,12,0.29,69.82,0,0.86,0,20,1,0,1
9156,18-24,USA,Annual,Ads,1,0,8.14,22,6,13.25,1,0.53,2,11,0.31,56.74,0,0.98,0,150,1,1,1
9157,45-54,India,Monthly,Google,2,0,0.71,25,4,9.45,1,0.84,2,1,0.38,75.65,0,0.75,0,20,2,0,1
9158,35-44,Australia,Annual,Ads,2,0,4.74,53,5,15.59,0,0.39,5,3,0.47,57.01,1,0.7,0,150,0,0,1
9159,35-44,India,Annual,Ads,1,0,48.99,15,2,7.75,1,0.78,2,3,0.02,64.77,0,0.83,0,150,0,0,1
9160,25-34,USA,Free,Google,4,3,6.53,19,4,22.57,4,0.61,4,5,0.8,73.34,1,0.95,0,0,0,0,0
9161,45-54,Australia,Free,Google,3,1,24.32,30,4,12.06,1,0.55,1,9,0.52,77.25,0,0.9,0,0,2,0,0
9162,35-44,Australia,Free,Ads,2,1,38.53,0,4,9.49,0,0.57,2,12,0.83,58.6,1,0.76,1,0,1,0,0
9163,35-44,Canada,Annual,Ads,5,1,44.83,17,7,22.41,1,0.31,4,4,0.02,78.07,1,0.96,0,150,2,0,0
9164,25-34,USA,Free,Google,3,0,32.89,32,5,13.82,2,0.81,2,0,0.26,52.58,1,0.93,0,0,0,0,1
9165,55+,India,Monthly,Ads,3,2,9.84,53,3,24.45,0,0.8,4,3,0.46,99.76,1,0.94,0,20,2,0,1
9166,45-54,USA,Monthly,Google,2,0,2.21,57,2,15.13,1,0.63,2,9,0.16,75.72,0,0.79,0,20,0,0,1
9167,45-54,India,Monthly,Ads,2,0,3.54,48,3,18.37,1,0.47,5,9,0.4,67.29,1,0.87,0,20,2,0,1
9168,18-24,Canada,Free,Google,1,0,2.85,48,3,13.67,4,0.83,3,5,0.09,92.63,0,0.83,0,0,1,0,1
9169,25-34,India,Free,Organic,1,0,7.99,39,4,16.77,1,0.36,1,3,0.29,40.51,0,0.97,0,0,1,0,1
9170,25-34,UK,Free,Google,2,0,35.09,47,5,18.29,2,0.39,1,8,0.43,91.35,0,0.93,0,0,1,0,1
9171,25-34,USA,Monthly,Ads,1,0,8.44,51,0,7.12,0,0.41,5,8,0.06,58.45,0,0.8,0,20,1,0,1
9172,45-54,USA,Free,Google,3,1,15.46,10,3,16.97,1,0.27,4,9,0.14,83.57,0,0.86,0,0,0,0,0
9173,18-24,USA,Monthly,Google,2,0,14.13,17,4,21.47,1,0.43,4,9,0.7,85.24,0,0.72,0,20,0,0,1
9174,18-24,Germany,Free,Google,4,0,16.6,11,4,19.21,1,0.27,2,13,0.4,65.18,0,0.78,0,0,2,0,1
9175,25-34,India,Monthly,Organic,4,2,2.21,19,3,14.85,0,0.37,6,9,0.95,62.25,1,0.72,0,20,1,0,0
9176,18-24,USA,Annual,Google,2,2,18.19,49,1,15.48,0,0.42,1,5,0.84,75.14,0,0.96,0,150,1,0,1
9177,18-24,India,Monthly,Ads,3,1,66.85,54,2,18.94,0,0.25,1,6,0.93,57.59,0,0.79,0,20,2,0,1
9178,35-44,India,Free,Ads,2,1,20.74,5,2,15.96,1,0.59,3,12,0.65,51.06,0,0.98,0,0,0,0,0
9179,25-34,UK,Monthly,Referral,2,0,14.68,56,2,23.97,0,0.93,5,14,0.65,58.63,0,0.73,1,20,3,0,1
9180,18-24,India,Free,Ads,4,3,9.08,48,2,14.09,5,0.83,3,7,0.95,60.85,0,0.98,0,0,1,0,1
9181,25-34,India,Free,Google,8,7,0.79,54,5,13.48,1,0.62,3,2,0.24,75.46,0,0.7,1,0,1,0,1
9182,25-34,Germany,Free,Ads,1,0,2.17,10,4,13.97,0,0.86,4,11,0.53,55.69,0,0.72,0,0,2,0,1
9183,18-24,USA,Free,Organic,3,1,9.94,11,6,17.7,2,0.58,4,10,0.24,76.67,0,0.85,0,0,1,0,0
9184,35-44,India,Monthly,Referral,7,7,12.54,23,3,12.19,1,0.86,4,0,0.77,73.72,1,0.73,1,20,1,1,0
9185,35-44,India,Monthly,Ads,3,2,10.63,9,6,18.97,0,0.65,3,4,0.76,82.86,0,0.95,0,20,1,0,0
9186,35-44,India,Monthly,Ads,3,0,8.48,59,2,13.96,1,0.46,7,1,0.78,81.69,0,0.93,0,20,1,0,1
9187,35-44,USA,Free,Google,6,5,22.06,27,1,17.55,1,0.4,2,14,0.34,87.5,0,0.84,0,0,1,0,0
9188,18-24,UK,Monthly,Ads,3,0,79.13,42,8,15.21,0,0.42,2,0,0.74,60.48,0,0.83,0,20,0,0,1
9189,55+,UK,Free,Google,3,0,21.72,15,1,22.82,1,0.76,5,4,0.23,45.83,0,0.75,0,0,2,0,1
9190,45-54,India,Free,Google,1,0,14.7,27,6,15.86,0,0.62,3,11,0.55,87.62,0,0.75,0,0,0,0,1
9191,45-54,UK,Free,Ads,3,3,118.96,38,6,18.48,0,0.34,2,7,0.06,96.69,1,0.93,0,0,0,0,1
9192,18-24,USA,Monthly,Google,1,0,1.87,11,3,9.94,1,0.52,5,7,0.56,59.96,1,0.95,2,20,1,0,1
9193,45-54,USA,Monthly,Google,1,0,20.81,14,2,20.64,0,0.81,4,9,0.22,83.85,0,0.74,0,20,1,2,1
9194,45-54,Germany,Free,Google,1,0,14.6,17,3,11.31,2,0.85,3,8,0.38,98.07,0,0.9,0,0,1,0,1
9195,45-54,India,Annual,Organic,5,0,17.25,44,1,18.77,0,0.63,2,12,0.53,83.8,0,0.86,0,150,1,0,1
9196,18-24,India,Free,Referral,3,1,48.24,40,4,21.85,1,0.47,4,0,0.8,60.9,0,0.91,1,0,1,0,1
